county,precinct,office,district,party,candidate,votes,election_day,election_day_paper,early_voting,absentee
El Paso,9,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,344,171,0,145,28
El Paso,9,"Presiding Judge, Court Of Criminal Appeals",,DEM,Maria T. (Terry) Jackson,342,167,0,148,27
El Paso,9,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,340,169,0,145,26
El Paso,9,State Representative,78,DEM,Joe Moody,400,207,0,162,31
El Paso,9,"Justice, 8th Court Of Appeals District, Place 2",,DEM,Yvonne Rodriguez,352,178,0,148,26
El Paso,9,"Justice, 8th Court Of Appeals District, Place 3",,DEM,Gina M Palafox,358,187,0,143,28
El Paso,9,District Judge 120th Judicial District,,DEM,Maria Salas Mendoza,350,175,0,147,28
El Paso,9,District Judge 168th Judicial District,,DEM,Marcos Lizarraga,355,182,0,147,26
El Paso,9,District Judge 171st Judicial District,,DEM,Bonnie Rangel,360,182,0,148,30
El Paso,9,District Judge 205th Judicial District,,DEM,Francisco X Domingue,346,174,0,145,27
El Paso,9,District Judge 210th Judicial District,,DEM,Alyssa G Perez,281,150,0,110,21
El Paso,9,District Judge 210th Judicial District,,DEM,Monique Velarde,142,59,0,73,10
El Paso,9,District Judge 243rd Judicial District,,DEM,Selena Solis,259,127,0,108,24
El Paso,9,District Judge 243rd Judicial District,,DEM,Feliciano Felix Cast,57,28,0,27,2
El Paso,9,District Judge 243rd Judicial District,,DEM,Roberto J Ramos,51,25,0,23,3
El Paso,9,District Judge 243rd Judicial District,,DEM,Luis Aguilar,82,45,0,34,3
El Paso,9,District Judge 327th Judicial District,,DEM,Linda Yee Chew,371,189,0,154,28
El Paso,9,El Paso County Judge,,DEM,Ricardo Samaniego,105,57,0,39,9
El Paso,9,El Paso County Judge,,DEM,John Cook,298,153,0,124,21
El Paso,9,El Paso County Judge,,DEM,Laura Enriquez,126,68,0,50,8
El Paso,9,Judge County Court At Law 1,,DEM,Ruth Reyes,298,154,0,120,24
El Paso,9,Judge County Court At Law 1,,DEM,Ruben Nunez,155,72,0,73,10
El Paso,9,Judge County Court At Law 2,,DEM,Julie Gonzalez,342,170,0,145,27
El Paso,9,Judge County Court At Law 3,,DEM,Javier Alvarez,344,174,0,145,25
El Paso,9,Judge County Court At Law 4,,DEM,Alex Gonzalez,345,174,0,145,26
El Paso,9,Judge County Court At Law 5,,DEM,Kristin Raquel Romer,153,75,0,61,17
El Paso,9,Judge County Court At Law 5,,DEM,Jesus Rodriguez,161,92,0,64,5
El Paso,9,Judge County Court At Law 5,,DEM,Mike Herrera,88,47,0,37,4
El Paso,9,Judge County Court At Law 5,,DEM,Danny Razo,41,15,0,23,3
El Paso,9,Judge County Court At Law 6,,DEM,M Sue Kurita,355,179,0,152,24
El Paso,9,Judge County Court At Law 7,,DEM,Patsy Lopez,217,96,0,100,21
El Paso,9,Judge County Court At Law 7,,DEM,Ruben Morales,207,113,0,88,6
El Paso,9,Judge County Criminal Court 1,,DEM,Alma Trejo,336,167,0,145,24
El Paso,9,Judge County Criminal Court 2,,DEM,Robert S Anchondo,340,171,0,144,25
El Paso,9,Judge County Probate Court 1,,DEM,Patricia B Chew,366,180,0,156,30
El Paso,9,Judge County Probate Court 1,,DEM,Darron Powell,98,53,0,43,2
El Paso,9,Judge County Probate Court 2,,DEM,Eduardo A Gamboa,335,168,0,142,25
El Paso,9,District Clerk,,DEM,Norma Favela Barcele,349,173,0,151,25
El Paso,9,County Clerk,,DEM,Delia Briones,360,179,0,155,26
El Paso,9,County Commissioner 4,,DEM,Carl L Robinson,334,165,0,144,25
El Paso,9,Justice Of The Peace 7,,DEM,Stephanie Frietze,279,140,0,118,21
El Paso,9,Justice Of The Peace 7,,DEM,James W Wolff,108,53,0,50,5
El Paso,9,County Chairman,,DEM,Iliana Holguin,340,169,0,146,25
El Paso,9,Referendum 1,,DEM,For (A Favor),491,257,0,203,31
El Paso,9,Referendum 1,,DEM,Against (En Contra),57,38,0,19,0
El Paso,9,Referendum 2,,DEM,For (A Favor),504,266,0,203,35
El Paso,9,Referendum 2,,DEM,Against (En Contra),52,30,0,21,1
El Paso,9,Referendum 3,,DEM,For (A Favor),479,249,0,194,36
El Paso,9,Referendum 3,,DEM,Against (En Contra),76,46,0,30,0
El Paso,9,Referendum 4,,DEM,For (A Favor),495,268,0,191,36
El Paso,9,Referendum 4,,DEM,Against (En Contra),58,28,0,30,0
El Paso,9,Referendum 5,,DEM,For (A Favor),441,235,0,172,34
El Paso,9,Referendum 5,,DEM,Against (En Contra),93,48,0,44,1
El Paso,9,Referendum 6,,DEM,For (A Favor),527,282,0,208,37
El Paso,9,Referendum 6,,DEM,Against (En Contra),23,12,0,11,0
El Paso,9,Referendum 7,,DEM,For (A Favor),510,271,0,203,36
El Paso,9,Referendum 7,,DEM,Against (En Contra),40,22,0,17,1
El Paso,9,Referendum 8,,DEM,For (A Favor),454,239,0,179,36
El Paso,9,Referendum 8,,DEM,Against (En Contra),89,46,0,39,4
El Paso,9,Referendum 9,,DEM,For (A Favor),459,240,0,179,40
El Paso,9,Referendum 9,,DEM,Against (En Contra),86,46,0,39,1
El Paso,9,Referendum 10,,DEM,For (A Favor),496,262,0,194,40
El Paso,9,Referendum 10,,DEM,Against (En Contra),46,25,0,20,1
El Paso,9,Referendum 11,,DEM,For (A Favor),491,261,0,193,37
El Paso,9,Referendum 11,,DEM,Against (En Contra),55,29,0,23,3
El Paso,9,Referendum 12,,DEM,For (A Favor),497,261,0,197,39
El Paso,9,Referendum 12,,DEM,Against (En Contra),43,24,0,18,1
El Paso,10,U.S. Senate,,REP,Mary Miller,2,1,0,1,0
El Paso,10,U.S. Senate,,REP,Stefano De Stefano,2,1,0,1,0
El Paso,10,U.S. Senate,,REP,Ted Cruz,78,38,0,36,4
El Paso,10,U.S. Senate,,REP,Geraldine Sam,2,2,0,0,0
El Paso,10,U.S. Senate,,REP,Bruce Jacobson Jr,1,0,0,1,0
El Paso,10,U.S. House,16,REP,Alia Garcia-Ureste,29,17,0,10,2
El Paso,10,U.S. House,16,REP,Rick Seeberger,49,19,0,28,2
El Paso,10,Governor,,REP,Greg Abbott,76,39,0,34,3
El Paso,10,Governor,,REP,Barbara Krueger,6,2,0,3,1
El Paso,10,Governor,,REP,Secede Kilgore,2,0,0,2,0
El Paso,10,Lieutenant Governor,,REP,Dan Patrick,67,33,0,31,3
El Paso,10,Lieutenant Governor,,REP,Scott Milder,13,4,0,8,1
El Paso,10,Attorney General,,REP,Ken Paxton,73,37,0,32,4
El Paso,10,Comptroller Of Public Accounts,,REP,Glenn Hegar,65,32,0,30,3
El Paso,10,Commissioner Of General Land Office,,REP,Jerry Patterson,13,6,0,7,0
El Paso,10,Commissioner Of General Land Office,,REP,Rick Range,10,3,0,6,1
El Paso,10,Commissioner Of General Land Office,,REP,Davey Edwards,5,1,0,4,0
El Paso,10,Commissioner Of General Land Office,,REP,George P Bush,52,29,0,21,2
El Paso,10,Commissioner Of Agriculture,,REP,Trey Blocker,25,10,0,15,0
El Paso,10,Commissioner Of Agriculture,,REP,Jim Hogan,26,14,0,11,1
El Paso,10,Commissioner Of Agriculture,,REP,Sid Miller,20,9,0,9,2
El Paso,10,Railroad Commissioner,,REP,Christi Craddick,41,19,0,21,1
El Paso,10,Railroad Commissioner,,REP,Weston Martinez,28,13,0,13,2
El Paso,10,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,61,29,0,29,3
El Paso,10,"Justice, Supreme Court, Place 4",,REP,John Devine,61,28,0,30,3
El Paso,10,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,61,27,0,31,3
El Paso,10,"Presiding Judge, Court Of Criminal Appeals",,REP,Sharon Keller,25,11,0,12,2
El Paso,10,"Presiding Judge, Court Of Criminal Appeals",,REP,David Bridges,40,18,0,21,1
El Paso,10,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara Parker Herve,62,27,0,32,3
El Paso,10,"Judge, Court Of Criminal Appeals, Place 8",,REP,Jay Brandon,34,16,0,18,0
El Paso,10,"Judge, Court Of Criminal Appeals, Place 8",,REP,Michelle Slaughter,28,9,0,16,3
El Paso,10,"Judge, Court Of Criminal Appeals, Place 8",,REP,Dib Waldrip,5,3,0,2,0
El Paso,10,State Representative,78,REP,Jeffrey Lane,55,25,0,27,3
El Paso,10,County Commissioner 4,,REP,Andrew R Haggerty,63,29,0,31,3
El Paso,10,Justice Of The Peace 7,,REP,Crystal Urquidi,13,6,0,7,0
El Paso,10,Justice Of The Peace 7,,REP,Ida Gardner,40,14,0,25,1
El Paso,10,Justice Of The Peace 7,,REP,Kelly Dickson,23,14,0,6,3
El Paso,10,County Chairman,,REP,Adolpho R Telles,56,23,0,31,2
El Paso,10,Proposition 1,,REP,For (A Favor),56,30,0,23,3
El Paso,10,Proposition 1,,REP,Against (En Contra),26,11,0,15,0
El Paso,10,Proposition 2,,REP,For (A Favor),74,38,0,34,2
El Paso,10,Proposition 2,,REP,Against (En Contra),10,4,0,4,2
El Paso,10,Proposition 3,,REP,For (A Favor),72,34,0,34,4
El Paso,10,Proposition 3,,REP,Against (En Contra),12,7,0,5,0
El Paso,10,Proposition 4,,REP,For (A Favor),79,40,0,35,4
El Paso,10,Proposition 4,,REP,Against (En Contra),7,3,0,4,0
El Paso,10,Proposition 5,,REP,For (A Favor),73,38,0,33,2
El Paso,10,Proposition 5,,REP,Against (En Contra),10,4,0,5,1
El Paso,10,Proposition 6,,REP,For (A Favor),79,38,0,37,4
El Paso,10,Proposition 6,,REP,Against (En Contra),7,5,0,2,0
El Paso,10,Proposition 7,,REP,For (A Favor),65,31,0,30,4
El Paso,10,Proposition 7,,REP,Against (En Contra),21,12,0,9,0
El Paso,10,Proposition 8,,REP,For (A Favor),83,41,0,38,4
El Paso,10,Proposition 8,,REP,Against (En Contra),2,1,0,1,0
El Paso,10,Proposition 9,,REP,For (A Favor),76,38,0,35,3
El Paso,10,Proposition 9,,REP,Against (En Contra),9,4,0,4,1
El Paso,10,Proposition 10,,REP,For (A Favor),78,38,0,36,4
El Paso,10,Proposition 10,,REP,Against (En Contra),5,2,0,3,0
El Paso,10,Proposition 11,,REP,For (A Favor),71,34,0,33,4
El Paso,10,Proposition 11,,REP,Against (En Contra),13,7,0,6,0
El Paso,10,U.S. Senate,,DEM,Sema Hernandez,21,10,0,8,3
El Paso,10,U.S. Senate,,DEM,Beto O'Rourke,348,187,0,145,16
El Paso,10,U.S. Senate,,DEM,Edward Kimbrough,16,8,0,8,0
El Paso,10,U.S. House,16,DEM,Dori Fenenbock,66,36,0,26,4
El Paso,10,U.S. House,16,DEM,Veronica Escobar,262,135,0,113,14
El Paso,10,U.S. House,16,DEM,Norma Chavez,27,19,0,7,1
El Paso,10,U.S. House,16,DEM,John Carrillo,9,2,0,7,0
El Paso,10,U.S. House,16,DEM,Jerome Tilghman,5,3,0,2,0
El Paso,10,U.S. House,16,DEM,Enrique Garcia,14,10,0,4,0
El Paso,10,Governor,,DEM,Lupe Valdez,182,99,0,74,9
El Paso,10,Governor,,DEM,Adrian Ocegueda,45,22,0,20,3
El Paso,10,Governor,,DEM,Jeffrey Payne,16,7,0,8,1
El Paso,10,Governor,,DEM,James Jolly Clark,5,1,0,3,1
El Paso,10,Governor,,DEM,Joe Mumbach,11,6,0,5,0
El Paso,10,Governor,,DEM,Grady Yarbrough,13,7,0,6,0
El Paso,10,Governor,,DEM,Cedric Davis Sr,10,4,0,5,1
El Paso,10,Governor,,DEM,Andrew White,40,21,0,15,4
El Paso,10,Governor,,DEM,Tom Wakely,18,14,0,4,0
El Paso,10,Lieutenant Governor,,DEM,Michael Cooper,220,117,0,90,13
El Paso,10,Lieutenant Governor,,DEM,Mike Collier,103,56,0,43,4
El Paso,10,Attorney General,,DEM,Justin Nelson,296,153,0,125,18
El Paso,10,Comptroller Of Public Accounts,,DEM,Joi Chevalier,148,76,0,67,5
El Paso,10,Comptroller Of Public Accounts,,DEM,Tim Mahoney,157,84,0,63,10
El Paso,10,Commissioner Of General Land Office,,DEM,Miguel Suazo,258,136,0,111,11
El Paso,10,Commissioner Of General Land Office,,DEM,Tex Morgan,66,39,0,20,7
El Paso,10,Commissioner Of Agriculture,,DEM,Kim Olson,283,147,0,119,17
El Paso,10,Railroad Commissioner,,DEM,Roman Mcallen,201,99,0,88,14
El Paso,10,Railroad Commissioner,,DEM,Chris Spellmon,102,62,0,38,2
El Paso,10,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,275,145,0,113,17
El Paso,10,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,274,143,0,114,17
El Paso,10,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,272,144,0,111,17
El Paso,10,"Presiding Judge, Court Of Criminal Appeals",,DEM,Maria T. (Terry) Jackson,286,150,0,118,18
El Paso,10,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,277,144,0,116,17
El Paso,10,State Representative,78,DEM,Joe Moody,304,159,0,126,19
El Paso,10,"Justice, 8th Court Of Appeals District, Place 2",,DEM,Yvonne Rodriguez,291,152,0,121,18
El Paso,10,"Justice, 8th Court Of Appeals District, Place 3",,DEM,Gina M Palafox,280,146,0,117,17
El Paso,10,District Judge 120th Judicial District,,DEM,Maria Salas Mendoza,294,158,0,118,18
El Paso,10,District Judge 168th Judicial District,,DEM,Marcos Lizarraga,280,148,0,114,18
El Paso,10,District Judge 171st Judicial District,,DEM,Bonnie Rangel,279,148,0,113,18
El Paso,10,District Judge 205th Judicial District,,DEM,Francisco X Domingue,294,159,0,117,18
El Paso,10,District Judge 210th Judicial District,,DEM,Alyssa G Perez,208,110,0,87,11
El Paso,10,District Judge 210th Judicial District,,DEM,Monique Velarde,108,57,0,45,6
El Paso,10,District Judge 243rd Judicial District,,DEM,Selena Solis,142,77,0,61,4
El Paso,10,District Judge 243rd Judicial District,,DEM,Feliciano Felix Cast,55,29,0,24,2
El Paso,10,District Judge 243rd Judicial District,,DEM,Roberto J Ramos,48,23,0,16,9
El Paso,10,District Judge 243rd Judicial District,,DEM,Luis Aguilar,84,46,0,35,3
El Paso,10,District Judge 327th Judicial District,,DEM,Linda Yee Chew,278,149,0,112,17
El Paso,10,El Paso County Judge,,DEM,Ricardo Samaniego,104,53,0,46,5
El Paso,10,El Paso County Judge,,DEM,John Cook,148,73,0,67,8
El Paso,10,El Paso County Judge,,DEM,Laura Enriquez,109,65,0,38,6
El Paso,10,Judge County Court At Law 1,,DEM,Ruth Reyes,205,113,0,82,10
El Paso,10,Judge County Court At Law 1,,DEM,Ruben Nunez,125,62,0,55,8
El Paso,10,Judge County Court At Law 2,,DEM,Julie Gonzalez,283,148,0,118,17
El Paso,10,Judge County Court At Law 3,,DEM,Javier Alvarez,285,150,0,118,17
El Paso,10,Judge County Court At Law 4,,DEM,Alex Gonzalez,275,146,0,112,17
El Paso,10,Judge County Court At Law 5,,DEM,Kristin Raquel Romer,98,44,0,47,7
El Paso,10,Judge County Court At Law 5,,DEM,Jesus Rodriguez,116,70,0,42,4
El Paso,10,Judge County Court At Law 5,,DEM,Mike Herrera,99,52,0,42,5
El Paso,10,Judge County Court At Law 5,,DEM,Danny Razo,29,15,0,12,2
El Paso,10,Judge County Court At Law 6,,DEM,M Sue Kurita,274,141,0,115,18
El Paso,10,Judge County Court At Law 7,,DEM,Patsy Lopez,149,67,0,72,10
El Paso,10,Judge County Court At Law 7,,DEM,Ruben Morales,182,111,0,63,8
El Paso,10,Judge County Criminal Court 1,,DEM,Alma Trejo,283,149,0,118,16
El Paso,10,Judge County Criminal Court 2,,DEM,Robert S Anchondo,287,146,0,124,17
El Paso,10,Judge County Probate Court 1,,DEM,Patricia B Chew,237,121,0,104,12
El Paso,10,Judge County Probate Court 1,,DEM,Darron Powell,93,51,0,36,6
El Paso,10,Judge County Probate Court 2,,DEM,Eduardo A Gamboa,277,146,0,115,16
El Paso,10,District Clerk,,DEM,Norma Favela Barcele,286,151,0,118,17
El Paso,10,County Clerk,,DEM,Delia Briones,292,153,0,122,17
El Paso,10,County Commissioner 4,,DEM,Carl L Robinson,263,137,0,109,17
El Paso,10,Justice Of The Peace 7,,DEM,Stephanie Frietze,203,112,0,82,9
El Paso,10,Justice Of The Peace 7,,DEM,James W Wolff,104,47,0,48,9
El Paso,10,County Chairman,,DEM,Iliana Holguin,289,149,0,123,17
El Paso,10,Referendum 1,,DEM,For (A Favor),345,181,0,145,19
El Paso,10,Referendum 1,,DEM,Against (En Contra),24,13,0,11,0
El Paso,10,Referendum 2,,DEM,For (A Favor),357,188,0,149,20
El Paso,10,Referendum 2,,DEM,Against (En Contra),21,12,0,9,0
El Paso,10,Referendum 3,,DEM,For (A Favor),348,183,0,146,19
El Paso,10,Referendum 3,,DEM,Against (En Contra),25,14,0,10,1
El Paso,10,Referendum 4,,DEM,For (A Favor),357,188,0,149,20
El Paso,10,Referendum 4,,DEM,Against (En Contra),17,9,0,8,0
El Paso,10,Referendum 5,,DEM,For (A Favor),329,175,0,136,18
El Paso,10,Referendum 5,,DEM,Against (En Contra),38,19,0,18,1
El Paso,10,Referendum 6,,DEM,For (A Favor),360,191,0,149,20
El Paso,10,Referendum 6,,DEM,Against (En Contra),15,7,0,8,0
El Paso,10,Referendum 7,,DEM,For (A Favor),358,190,0,148,20
El Paso,10,Referendum 7,,DEM,Against (En Contra),15,8,0,7,0
El Paso,10,Referendum 8,,DEM,For (A Favor),328,174,0,134,20
El Paso,10,Referendum 8,,DEM,Against (En Contra),47,24,0,21,2
El Paso,10,Referendum 9,,DEM,For (A Favor),339,175,0,142,22
El Paso,10,Referendum 9,,DEM,Against (En Contra),32,22,0,10,0
El Paso,10,Referendum 10,,DEM,For (A Favor),344,179,0,143,22
El Paso,10,Referendum 10,,DEM,Against (En Contra),26,16,0,10,0
El Paso,10,Referendum 11,,DEM,For (A Favor),343,182,0,140,21
El Paso,10,Referendum 11,,DEM,Against (En Contra),31,16,0,14,1
El Paso,10,Referendum 12,,DEM,For (A Favor),348,186,0,142,20
El Paso,10,Referendum 12,,DEM,Against (En Contra),20,9,0,11,0
El Paso,11,U.S. Senate,,REP,Mary Miller,8,2,0,6,0
El Paso,11,U.S. Senate,,REP,Stefano De Stefano,3,0,0,3,0
El Paso,11,U.S. Senate,,REP,Ted Cruz,151,62,0,83,6
El Paso,11,U.S. Senate,,REP,Geraldine Sam,1,0,0,1,0
El Paso,11,U.S. Senate,,REP,Bruce Jacobson Jr,3,2,0,1,0
El Paso,11,U.S. House,16,REP,Alia Garcia-Ureste,58,23,0,34,1
El Paso,11,U.S. House,16,REP,Rick Seeberger,93,37,0,52,4
El Paso,11,Governor,,REP,Greg Abbott,148,63,0,79,6
El Paso,11,Governor,,REP,Barbara Krueger,14,2,0,12,0
El Paso,11,Governor,,REP,Secede Kilgore,2,0,0,2,0
El Paso,11,Lieutenant Governor,,REP,Dan Patrick,128,52,0,71,5
El Paso,11,Lieutenant Governor,,REP,Scott Milder,26,7,0,18,1
El Paso,11,Attorney General,,REP,Ken Paxton,139,58,0,76,5
El Paso,11,Comptroller Of Public Accounts,,REP,Glenn Hegar,137,55,0,76,6
El Paso,11,Commissioner Of General Land Office,,REP,Jerry Patterson,30,12,0,17,1
El Paso,11,Commissioner Of General Land Office,,REP,Rick Range,14,6,0,8,0
El Paso,11,Commissioner Of General Land Office,,REP,Davey Edwards,17,3,0,14,0
El Paso,11,Commissioner Of General Land Office,,REP,George P Bush,94,39,0,50,5
El Paso,11,Commissioner Of Agriculture,,REP,Trey Blocker,47,22,0,21,4
El Paso,11,Commissioner Of Agriculture,,REP,Jim Hogan,49,17,0,31,1
El Paso,11,Commissioner Of Agriculture,,REP,Sid Miller,48,18,0,30,0
El Paso,11,Railroad Commissioner,,REP,Christi Craddick,81,34,0,44,3
El Paso,11,Railroad Commissioner,,REP,Weston Martinez,59,21,0,36,2
El Paso,11,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,133,52,0,75,6
El Paso,11,"Justice, Supreme Court, Place 4",,REP,John Devine,132,51,0,75,6
El Paso,11,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,132,51,0,75,6
El Paso,11,"Presiding Judge, Court Of Criminal Appeals",,REP,Sharon Keller,70,26,0,42,2
El Paso,11,"Presiding Judge, Court Of Criminal Appeals",,REP,David Bridges,70,28,0,39,3
El Paso,11,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara Parker Herve,127,49,0,72,6
El Paso,11,"Judge, Court Of Criminal Appeals, Place 8",,REP,Jay Brandon,64,26,0,37,1
El Paso,11,"Judge, Court Of Criminal Appeals, Place 8",,REP,Michelle Slaughter,64,25,0,36,3
El Paso,11,"Judge, Court Of Criminal Appeals, Place 8",,REP,Dib Waldrip,13,4,0,8,1
El Paso,11,State Representative,78,REP,Jeffrey Lane,133,53,0,74,6
El Paso,11,County Commissioner 4,,REP,Andrew R Haggerty,133,55,0,73,5
El Paso,11,County Chairman,,REP,Adolpho R Telles,128,52,0,70,6
El Paso,11,Proposition 1,,REP,For (A Favor),117,50,0,62,5
El Paso,11,Proposition 1,,REP,Against (En Contra),44,14,0,29,1
El Paso,11,Proposition 2,,REP,For (A Favor),153,63,0,84,6
El Paso,11,Proposition 2,,REP,Against (En Contra),13,4,0,9,0
El Paso,11,Proposition 3,,REP,For (A Favor),148,57,0,85,6
El Paso,11,Proposition 3,,REP,Against (En Contra),13,6,0,7,0
El Paso,11,Proposition 4,,REP,For (A Favor),157,64,0,87,6
El Paso,11,Proposition 4,,REP,Against (En Contra),10,3,0,7,0
El Paso,11,Proposition 5,,REP,For (A Favor),145,62,0,78,5
El Paso,11,Proposition 5,,REP,Against (En Contra),21,4,0,16,1
El Paso,11,Proposition 6,,REP,For (A Favor),160,65,0,89,6
El Paso,11,Proposition 6,,REP,Against (En Contra),8,2,0,6,0
El Paso,11,Proposition 7,,REP,For (A Favor),120,48,0,67,5
El Paso,11,Proposition 7,,REP,Against (En Contra),45,17,0,27,1
El Paso,11,Proposition 8,,REP,For (A Favor),160,65,0,90,5
El Paso,11,Proposition 8,,REP,Against (En Contra),7,1,0,5,1
El Paso,11,Proposition 9,,REP,For (A Favor),155,63,0,86,6
El Paso,11,Proposition 9,,REP,Against (En Contra),12,3,0,9,0
El Paso,11,Proposition 10,,REP,For (A Favor),153,62,0,85,6
El Paso,11,Proposition 10,,REP,Against (En Contra),9,2,0,7,0
El Paso,11,Proposition 11,,REP,For (A Favor),138,57,0,77,4
El Paso,11,Proposition 11,,REP,Against (En Contra),27,9,0,16,2
El Paso,11,U.S. Senate,,DEM,Sema Hernandez,27,7,0,18,2
El Paso,11,U.S. Senate,,DEM,Beto O'Rourke,588,253,3,310,22
El Paso,11,U.S. Senate,,DEM,Edward Kimbrough,15,6,0,9,0
El Paso,11,U.S. House,16,DEM,Dori Fenenbock,136,62,1,71,2
El Paso,11,U.S. House,16,DEM,Veronica Escobar,409,178,2,210,19
El Paso,11,U.S. House,16,DEM,Norma Chavez,42,15,0,26,1
El Paso,11,U.S. House,16,DEM,John Carrillo,13,2,0,9,2
El Paso,11,U.S. House,16,DEM,Jerome Tilghman,13,2,0,10,1
El Paso,11,U.S. House,16,DEM,Enrique Garcia,18,7,0,11,0
El Paso,11,Governor,,DEM,Lupe Valdez,277,121,1,142,13
El Paso,11,Governor,,DEM,Adrian Ocegueda,62,23,0,36,3
El Paso,11,Governor,,DEM,Jeffrey Payne,38,17,0,21,0
El Paso,11,Governor,,DEM,James Jolly Clark,21,11,0,9,1
El Paso,11,Governor,,DEM,Joe Mumbach,11,5,0,6,0
El Paso,11,Governor,,DEM,Grady Yarbrough,21,11,0,9,1
El Paso,11,Governor,,DEM,Cedric Davis Sr,22,10,0,12,0
El Paso,11,Governor,,DEM,Andrew White,72,20,2,46,4
El Paso,11,Governor,,DEM,Tom Wakely,28,13,0,12,3
El Paso,11,Lieutenant Governor,,DEM,Michael Cooper,305,135,0,158,12
El Paso,11,Lieutenant Governor,,DEM,Mike Collier,209,75,3,119,12
El Paso,11,Attorney General,,DEM,Justin Nelson,490,204,2,262,22
El Paso,11,Comptroller Of Public Accounts,,DEM,Joi Chevalier,265,111,2,136,16
El Paso,11,Comptroller Of Public Accounts,,DEM,Tim Mahoney,235,93,1,134,7
El Paso,11,Commissioner Of General Land Office,,DEM,Miguel Suazo,412,166,3,223,20
El Paso,11,Commissioner Of General Land Office,,DEM,Tex Morgan,102,44,0,54,4
El Paso,11,Commissioner Of Agriculture,,DEM,Kim Olson,476,195,2,256,23
El Paso,11,Railroad Commissioner,,DEM,Roman Mcallen,304,120,2,171,11
El Paso,11,Railroad Commissioner,,DEM,Chris Spellmon,182,76,1,92,13
El Paso,11,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,484,198,2,261,23
El Paso,11,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,474,196,2,253,23
El Paso,11,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,485,199,3,260,23
El Paso,11,"Presiding Judge, Court Of Criminal Appeals",,DEM,Maria T. (Terry) Jackson,480,198,2,257,23
El Paso,11,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,477,196,2,256,23
El Paso,11,State Representative,78,DEM,Joe Moody,514,211,2,279,22
El Paso,11,"Justice, 8th Court Of Appeals District, Place 2",,DEM,Yvonne Rodriguez,486,201,2,261,22
El Paso,11,"Justice, 8th Court Of Appeals District, Place 3",,DEM,Gina M Palafox,483,196,2,264,21
El Paso,11,District Judge 120th Judicial District,,DEM,Maria Salas Mendoza,485,198,2,263,22
El Paso,11,District Judge 168th Judicial District,,DEM,Marcos Lizarraga,479,194,2,261,22
El Paso,11,District Judge 171st Judicial District,,DEM,Bonnie Rangel,479,198,2,258,21
El Paso,11,District Judge 205th Judicial District,,DEM,Francisco X Domingue,481,197,2,261,21
El Paso,11,District Judge 210th Judicial District,,DEM,Alyssa G Perez,342,142,3,181,16
El Paso,11,District Judge 210th Judicial District,,DEM,Monique Velarde,187,71,0,109,7
El Paso,11,District Judge 243rd Judicial District,,DEM,Selena Solis,291,121,2,155,13
El Paso,11,District Judge 243rd Judicial District,,DEM,Feliciano Felix Cast,76,29,0,44,3
